geo,text,user
,"RT @ANINewsUP: Uttar Pradesh Chief Minister Yogi Adityanath held a door to door election campaign in the Mohan Nagar area of Ghaziabad, thi…",Subhankar050780
,"RT @AnkitIndiaReal: Yogi Adityanath's big attack on Akhilesh Yadav's manifesto. 

CM said that those who talk about giving 'electricity' fo…",aka2058
,RT @iamFirki: rarely watch political stuff but yday watched lallantop interview of yogi adityanath and i clearly found yogi's clarity of th…,pankajmgoan
,RT @RavinderKapur2: @SupriyaShrinate  says in the name of employment and inflation the centre in Delhi and Yogi Adityanath in UP have faile…,jainanil1968
,"RT @isaifpatel: Hi @navikakumar - I challenge you to ask the following questions to Yogi Adityanath or any BJP MP/MLA for that matter:

1-…",kakanivenkat1
,"RT @NewIndianXpress: Ravi Shankar's ( @etteth) Column | At stake in UP is not just Adityanath’s career, but a result that could change the…",etteth
,"RT @ANINewsUP: Uttar Pradesh Chief Minister Yogi Adityanath held a door to door election campaign in the Mohan Nagar area of Ghaziabad, thi…",pkrajeshpk
,"RT @i_Abhishek4BJP: That's Enough Reason For Hindus Why We Support Yogi Adityanath Ji 🙏

#UP_को_योगी_पसंद_है https://t.co/U0YxCV5Ige",rajkumardubeyy1
,"RT @RebatiTripura: A simple boy from a small village. Old clothes on body, slippers on feet but motive to serve the common public.

A child…",CplinfoChandan
,"RT @EconomicTimes: ""The 25-crore people of the state have seen that before 2017, businessmen and citizens had to migrate, due to which the…",PhilDeCarolis
,RT @RavinderKapur2: @SupriyaShrinate  says in the name of employment and inflation the centre in Delhi and Yogi Adityanath in UP have faile…,mohannarayan151
,"RT @EconomicTimes: ""The 25-crore people of the state have seen that before 2017, businessmen and citizens had to migrate, due to which the…",Kranthikumar678
,"RT @i_Abhishek4BJP: That's Enough Reason For Hindus Why We Support Yogi Adityanath Ji 🙏

#UP_को_योगी_पसंद_है https://t.co/U0YxCV5Ige",ANiLKum05383473
,"RT @isaifpatel: Hi @navikakumar - I challenge you to ask the following questions to Yogi Adityanath or any BJP MP/MLA for that matter:

1-…",SitzC01
,"RT @EconomicTimes: ""The 25-crore people of the state have seen that before 2017, businessmen and citizens had to migrate, due to which the…",TusharVijh
,"RT @ANINewsUP: Uttar Pradesh Chief Minister Yogi Adityanath held a door to door election campaign in the Mohan Nagar area of Ghaziabad, thi…",AdityaSahu4th
,"""The 25-crore people of the state have seen that before 2017, businessmen and citizens had to migrate, due to which… https://t.co/r9FtVFrtvO",EconomicTimes
,"RT @i_Abhishek4BJP: That's Enough Reason For Hindus Why We Support Yogi Adityanath Ji 🙏

#UP_को_योगी_पसंद_है https://t.co/U0YxCV5Ige",BharatKrSingh_
,RT @RavinderKapur2: @SupriyaShrinate  says in the name of employment and inflation the centre in Delhi and Yogi Adityanath in UP have faile…,sunmor2901
,RT @ANINewsUP: Did you get electricity during the Samajwadi govt? Today they are saying they will give 300 units free but if electricity wi…,Vik0315
,RT @iamFirki: rarely watch political stuff but yday watched lallantop interview of yogi adityanath and i clearly found yogi's clarity of th…,Bill_Nye7
,RT @republic: Yogi Adityanath campaigns door-to-door in Ghaziabad; lists projects undertaken by BJP govt https://t.co/z83eUYr8M4,mohitsmartlove
,RT @ANINewsUP: Did you get electricity during the Samajwadi govt? Today they are saying they will give 300 units free but if electricity wi…,BhagwantOjha
,"RT @ItsAjay_LD: That's Enough Reason For Hindus Why We Support Yogi Adityanath Ji 🙏

#हिंदुओं_की_आवाज_योगी

@YogiDevnath2 https://t.co/cIqD…",DPRASADDWIVEDI1
,"RT @indiatvnews: UP polls: CM Yogi holds door-to-door campaign in Ghaziabad, questions SP's free electricity claim

#UPElections2022 
#Yogi…",sagar0fficial
